elevation,aspect,slope,hhdist,vhdist,hrdist,hfpdist,wilderness_area,soil_type,climate_zone,geologic_zone,target
3316.0,109.0,24.0,150.0,36.0,858.0,674.0,neota,7756,7,7,1.0
3277.0,333.0,9.0,234.0,32.0,450.0,1194.0,neota,7756,7,7,2.0
3211.0,319.0,5.0,319.0,40.0,484.0,1170.0,neota,7700,7,7,2.0
3219.0,282.0,12.0,297.0,41.0,551.0,1203.0,neota,7700,7,7,2.0
3286.0,341.0,12.0,30.0,6.0,674.0,859.0,neota,7756,7,7,1.0
3147.0,147.0,11.0,684.0,-18.0,750.0,1598.0,neota,7201,7,2,1.0
3161.0,38.0,16.0,618.0,-4.0,780.0,1650.0,neota,7201,7,2,1.0
3156.0,316.0,13.0,579.0,-9.0,690.0,1706.0,neota,7201,7,2,1.0
3255.0,258.0,6.0,638.0,71.0,693.0,900.0,neota,7202,7,2,1.0
3166.0,23.0,15.0,420.0,0.0,437.0,1974.0,neota,7757,7,7,1.0
3226.0,337.0,19.0,153.0,27.0,272.0,1369.0,neota,7202,7,2,1.0
3262.0,328.0,24.0,484.0,64.0,1128.0,1588.0,neota,7757,7,7,1.0
3372.0,55.0,11.0,175.0,27.0,552.0,912.0,neota,8776,8,7,2.0
3216.0,7.0,20.0,426.0,50.0,779.0,1839.0,neota,7757,7,7,1.0
3245.0,309.0,16.0,150.0,57.0,150.0,1557.0,neota,7202,7,2,1.0
3245.0,33.0,12.0,335.0,46.0,430.0,1298.0,neota,7202,7,2,1.0
3204.0,76.0,6.0,384.0,5.0,153.0,2089.0,neota,7745,7,7,1.0
3136.0,267.0,20.0,255.0,42.0,190.0,2399.0,neota,7201,7,2,1.0
3181.0,253.0,22.0,297.0,78.0,277.0,2307.0,neota,8776,8,7,1.0
3233.0,290.0,13.0,350.0,49.0,234.0,1900.0,neota,7202,7,2,1.0
3230.0,149.0,21.0,216.0,64.0,782.0,2064.0,neota,4758,4,7,1.0
3164.0,278.0,16.0,192.0,55.0,362.0,2308.0,neota,7201,7,2,2.0
3358.0,141.0,23.0,418.0,-4.0,497.0,792.0,neota,7756,7,7,1.0
3186.0,166.0,23.0,124.0,20.0,787.0,2172.0,neota,4758,4,7,1.0
3225.0,270.0,7.0,457.0,69.0,360.0,1917.0,neota,7202,7,2,1.0
3418.0,110.0,13.0,497.0,55.0,778.0,582.0,neota,8776,8,7,7.0
3189.0,280.0,17.0,120.0,28.0,607.0,2413.0,neota,7202,7,2,1.0
3101.0,342.0,8.0,30.0,4.0,309.0,2100.0,neota,7201,7,2,1.0
3087.0,324.0,7.0,192.0,5.0,216.0,1917.0,neota,7202,7,2,1.0
3318.0,317.0,25.0,743.0,119.0,799.0,994.0,neota,7201,7,2,1.0
3180.0,88.0,14.0,162.0,46.0,532.0,2148.0,neota,7201,7,2,2.0
3230.0,164.0,20.0,361.0,69.0,552.0,2636.0,neota,7756,7,7,1.0
3193.0,276.0,19.0,124.0,59.0,569.0,2171.0,neota,7201,7,2,2.0
3306.0,329.0,13.0,716.0,122.0,743.0,1092.0,neota,7202,7,2,1.0
3134.0,337.0,14.0,268.0,30.0,417.0,1867.0,neota,7201,7,2,1.0
3311.0,270.0,1.0,808.0,127.0,828.0,1034.0,neota,7202,7,2,1.0
3380.0,314.0,17.0,997.0,188.0,1045.0,769.0,neota,7202,7,2,1.0
3369.0,80.0,13.0,750.0,173.0,618.0,324.0,neota,8771,8,7,7.0
3180.0,289.0,17.0,85.0,21.0,731.0,2114.0,neota,7202,7,2,1.0
3458.0,162.0,6.0,932.0,95.0,930.0,300.0,neota,8776,8,7,7.0
3186.0,298.0,20.0,67.0,27.0,759.0,2110.0,neota,7202,7,2,1.0
3244.0,54.0,20.0,162.0,38.0,730.0,1991.0,neota,7202,7,2,1.0
3417.0,118.0,22.0,899.0,54.0,808.0,218.0,neota,8771,8,7,7.0
3389.0,107.0,9.0,789.0,183.0,631.0,216.0,neota,8771,8,7,7.0
3380.0,95.0,10.0,760.0,183.0,604.0,234.0,neota,8771,8,7,7.0
3422.0,118.0,22.0,966.0,212.0,837.0,170.0,neota,8771,8,7,7.0
3371.0,145.0,11.0,752.0,165.0,579.0,192.0,neota,8771,8,7,7.0
3163.0,208.0,11.0,201.0,27.0,607.0,2523.0,neota,7202,7,2,1.0
3426.0,121.0,23.0,973.0,216.0,859.0,175.0,neota,8771,8,7,7.0
3408.0,124.0,17.0,924.0,198.0,800.0,127.0,neota,8771,8,7,7.0
3400.0,125.0,14.0,900.0,190.0,771.0,108.0,neota,8771,8,7,7.0
3263.0,308.0,11.0,492.0,81.0,642.0,218.0,neota,7700,7,7,1.0
3398.0,95.0,10.0,890.0,188.0,789.0,95.0,neota,8771,8,7,7.0
3388.0,107.0,7.0,816.0,178.0,700.0,30.0,neota,8771,8,7,7.0
3121.0,320.0,11.0,268.0,40.0,201.0,1276.0,neota,7201,7,2,1.0
3367.0,121.0,18.0,732.0,157.0,633.0,67.0,neota,8771,8,7,7.0
3145.0,315.0,3.0,162.0,13.0,300.0,2791.0,neota,7201,7,2,1.0
3391.0,58.0,16.0,819.0,181.0,765.0,150.0,neota,8771,8,7,7.0
3380.0,60.0,10.0,765.0,170.0,706.0,124.0,neota,8771,8,7,7.0
3363.0,63.0,17.0,685.0,153.0,618.0,134.0,neota,8771,8,7,7.0
3359.0,68.0,10.0,706.0,214.0,1583.0,1448.0,neota,7755,7,7,1.0
3400.0,160.0,8.0,792.0,235.0,1443.0,1130.0,neota,7755,7,7,1.0
3297.0,261.0,24.0,134.0,50.0,1112.0,1549.0,neota,7201,7,2,1.0
3263.0,110.0,12.0,277.0,57.0,182.0,537.0,neota,7756,7,7,2.0
3256.0,309.0,14.0,395.0,64.0,564.0,240.0,neota,7757,7,7,1.0
3290.0,65.0,26.0,382.0,99.0,984.0,1761.0,neota,8771,8,7,1.0
3422.0,98.0,12.0,767.0,-70.0,870.0,366.0,neota,8771,8,7,7.0
3419.0,62.0,5.0,787.0,190.0,780.0,323.0,neota,8776,8,7,7.0
3245.0,105.0,11.0,192.0,39.0,120.0,618.0,neota,7756,7,7,2.0
3421.0,125.0,14.0,726.0,-71.0,900.0,408.0,neota,8771,8,7,7.0
3415.0,148.0,6.0,779.0,186.0,780.0,351.0,neota,8776,8,7,7.0
3427.0,105.0,12.0,685.0,-65.0,930.0,450.0,neota,8771,8,7,7.0
3385.0,160.0,7.0,937.0,204.0,1224.0,752.0,neota,7755,7,7,1.0
3418.0,108.0,7.0,691.0,-74.0,870.0,443.0,neota,8771,8,7,7.0
3404.0,121.0,14.0,618.0,175.0,630.0,391.0,neota,8776,8,7,7.0
3322.0,145.0,26.0,534.0,157.0,1697.0,1328.0,neota,7757,7,7,1.0
3230.0,149.0,23.0,365.0,85.0,1230.0,1819.0,neota,7757,7,7,1.0
3190.0,120.0,9.0,313.0,56.0,1020.0,2024.0,neota,7757,7,7,1.0
3161.0,68.0,13.0,240.0,27.0,780.0,2259.0,neota,7202,7,2,1.0
3231.0,301.0,27.0,466.0,137.0,408.0,1008.0,neota,7201,7,2,1.0
3509.0,118.0,16.0,480.0,16.0,1291.0,792.0,neota,8776,8,7,7.0
3427.0,141.0,3.0,566.0,-65.0,962.0,566.0,neota,8771,8,7,7.0
3198.0,297.0,27.0,390.0,105.0,330.0,916.0,neota,7201,7,2,1.0
3412.0,60.0,7.0,595.0,-62.0,875.0,552.0,neota,8771,8,7,7.0
3398.0,90.0,3.0,659.0,-55.0,755.0,518.0,neota,8771,8,7,7.0
3321.0,319.0,21.0,402.0,126.0,577.0,514.0,neota,7757,7,7,1.0
3357.0,128.0,11.0,691.0,182.0,1471.0,1008.0,neota,7102,7,1,1.0
3303.0,42.0,14.0,120.0,30.0,1411.0,1765.0,neota,7202,7,2,1.0
3502.0,100.0,10.0,420.0,9.0,1296.0,830.0,neota,8776,8,7,7.0
3400.0,127.0,2.0,649.0,-37.0,730.0,543.0,neota,8776,8,7,7.0
3338.0,322.0,13.0,443.0,143.0,612.0,541.0,neota,7757,7,7,1.0
3295.0,47.0,11.0,404.0,66.0,1292.0,1848.0,neota,8771,8,7,1.0
3408.0,124.0,2.0,524.0,-52.0,888.0,636.0,neota,8771,8,7,7.0
3409.0,55.0,4.0,537.0,-44.0,859.0,626.0,neota,8771,8,7,7.0
3334.0,302.0,21.0,450.0,138.0,598.0,603.0,neota,7757,7,7,1.0
3364.0,358.0,16.0,658.0,172.0,830.0,626.0,neota,7757,7,7,1.0
3524.0,30.0,10.0,335.0,31.0,1426.0,979.0,neota,8776,8,7,7.0
3414.0,114.0,9.0,467.0,-46.0,953.0,685.0,neota,8771,8,7,7.0
3409.0,67.0,7.0,525.0,-28.0,837.0,648.0,neota,8771,8,7,7.0
3393.0,130.0,4.0,595.0,-28.0,721.0,631.0,neota,8776,8,7,7.0
3527.0,24.0,9.0,323.0,34.0,1489.0,1045.0,neota,8776,8,7,7.0
3525.0,30.0,7.0,301.0,32.0,1401.0,977.0,neota,8776,8,7,7.0
3412.0,283.0,3.0,470.0,-41.0,902.0,693.0,neota,8771,8,7,7.0
3393.0,92.0,7.0,573.0,-20.0,731.0,661.0,neota,8776,8,7,7.0
3312.0,359.0,14.0,360.0,-19.0,1477.0,1973.0,neota,8771,8,7,1.0
3398.0,84.0,7.0,511.0,-23.0,797.0,696.0,neota,8776,8,7,7.0
3542.0,65.0,5.0,283.0,49.0,1530.0,1106.0,neota,8776,8,7,7.0
3400.0,26.0,7.0,509.0,-9.0,780.0,722.0,neota,8776,8,7,7.0
3170.0,290.0,21.0,218.0,64.0,180.0,646.0,neota,7201,7,2,1.0
3292.0,272.0,21.0,484.0,186.0,450.0,902.0,neota,7201,7,2,1.0
3427.0,108.0,5.0,297.0,-33.0,1101.0,845.0,neota,8771,8,7,7.0
3405.0,51.0,7.0,446.0,-8.0,847.0,760.0,neota,8776,8,7,7.0
3404.0,0.0,9.0,484.0,-5.0,792.0,752.0,neota,8776,8,7,7.0
3424.0,76.0,9.0,323.0,-13.0,1025.0,836.0,neota,8771,8,7,7.0
3417.0,72.0,9.0,335.0,-20.0,997.0,825.0,neota,8771,8,7,7.0
3410.0,356.0,7.0,457.0,0.0,805.0,782.0,neota,8776,8,7,7.0
3328.0,73.0,22.0,408.0,99.0,624.0,794.0,neota,7700,7,7,7.0
3532.0,60.0,12.0,150.0,39.0,1405.0,1064.0,neota,8776,8,7,7.0
3412.0,20.0,6.0,402.0,2.0,872.0,819.0,neota,8776,8,7,7.0
3408.0,61.0,13.0,458.0,51.0,767.0,810.0,neota,8776,8,7,7.0
3258.0,291.0,23.0,285.0,48.0,458.0,899.0,neota,7757,7,7,1.0
3542.0,84.0,7.0,150.0,49.0,1500.0,1146.0,neota,8776,8,7,7.0
3449.0,94.0,22.0,150.0,-16.0,1243.0,983.0,neota,8771,8,7,7.0
3420.0,63.0,4.0,283.0,-1.0,1020.0,882.0,neota,8771,8,7,7.0
3237.0,63.0,13.0,85.0,8.0,457.0,967.0,neota,7700,7,7,2.0
3223.0,4.0,3.0,30.0,5.0,421.0,1050.0,neota,7700,7,7,2.0
3449.0,89.0,19.0,127.0,-11.0,1254.0,1008.0,neota,8771,8,7,7.0
3431.0,0.0,1.0,201.0,-6.0,1142.0,953.0,neota,8771,8,7,7.0
3413.0,28.0,9.0,648.0,213.0,750.0,871.0,neota,8776,8,7,1.0
3391.0,20.0,25.0,342.0,33.0,1167.0,1682.0,neota,8776,8,7,1.0
3555.0,32.0,7.0,162.0,62.0,1575.0,1231.0,neota,8776,8,7,7.0
3408.0,93.0,9.0,361.0,63.0,834.0,930.0,neota,8776,8,7,7.0
3416.0,270.0,24.0,607.0,218.0,743.0,934.0,neota,7757,7,7,1.0
3567.0,7.0,11.0,180.0,74.0,1622.0,1296.0,neota,8776,8,7,7.0
3442.0,144.0,6.0,85.0,4.0,1261.0,1073.0,neota,8776,8,7,7.0
3432.0,69.0,6.0,108.0,9.0,1207.0,1048.0,neota,8776,8,7,7.0
3419.0,121.0,1.0,242.0,47.0,999.0,977.0,neota,8776,8,7,7.0
3340.0,58.0,23.0,313.0,87.0,722.0,977.0,neota,7700,7,7,7.0
3369.0,277.0,28.0,524.0,163.0,703.0,977.0,neota,7757,7,7,1.0
3575.0,306.0,4.0,218.0,82.0,1671.0,1360.0,neota,8776,8,7,7.0
3568.0,108.0,17.0,162.0,75.0,1616.0,1321.0,neota,8776,8,7,7.0
3435.0,211.0,7.0,85.0,25.0,1183.0,1082.0,neota,8776,8,7,7.0
3436.0,125.0,8.0,108.0,26.0,1158.0,1072.0,neota,8776,8,7,7.0
3425.0,11.0,4.0,162.0,53.0,1082.0,1048.0,neota,8776,8,7,7.0
3419.0,8.0,5.0,201.0,71.0,1008.0,1031.0,neota,8776,8,7,7.0
3253.0,147.0,15.0,300.0,63.0,1588.0,1321.0,neota,7757,7,7,1.0
3237.0,141.0,15.0,234.0,47.0,1671.0,1380.0,neota,7757,7,7,1.0
3425.0,188.0,9.0,150.0,77.0,1074.0,1071.0,neota,8776,8,7,7.0
3177.0,101.0,13.0,256.0,22.0,1183.0,2241.0,neota,7202,7,2,1.0
3368.0,147.0,21.0,218.0,73.0,872.0,1084.0,neota,7700,7,7,7.0
3354.0,126.0,21.0,210.0,73.0,834.0,1090.0,neota,7700,7,7,7.0
3566.0,21.0,3.0,309.0,73.0,1761.0,1468.0,neota,8776,8,7,7.0
3371.0,152.0,29.0,190.0,52.0,934.0,1110.0,neota,7700,7,7,7.0
3367.0,155.0,22.0,201.0,48.0,914.0,1112.0,neota,7700,7,7,7.0
3324.0,133.0,22.0,153.0,43.0,808.0,1136.0,neota,7700,7,7,7.0
3364.0,299.0,27.0,481.0,150.0,778.0,1142.0,neota,7757,7,7,1.0
3572.0,6.0,6.0,277.0,79.0,1718.0,1452.0,neota,8776,8,7,7.0
3567.0,35.0,9.0,255.0,74.0,1691.0,1434.0,neota,8776,8,7,7.0
3566.0,11.0,10.0,216.0,73.0,1637.0,1398.0,neota,8776,8,7,7.0
3328.0,137.0,25.0,120.0,33.0,907.0,1180.0,neota,7700,7,7,7.0
3473.0,195.0,5.0,693.0,195.0,1040.0,1173.0,neota,8776,8,7,1.0
3187.0,2.0,12.0,424.0,35.0,1129.0,2430.0,neota,7202,7,2,1.0
3345.0,190.0,7.0,0.0,0.0,1214.0,1230.0,neota,8771,8,7,7.0
3340.0,187.0,24.0,90.0,21.0,1041.0,1200.0,neota,7700,7,7,7.0
3313.0,143.0,19.0,90.0,18.0,916.0,1213.0,neota,7700,7,7,7.0
3578.0,349.0,6.0,342.0,85.0,1758.0,1524.0,neota,8776,8,7,7.0
3331.0,163.0,16.0,95.0,20.0,1008.0,1231.0,neota,7700,7,7,7.0
3308.0,138.0,21.0,60.0,13.0,957.0,1239.0,neota,7700,7,7,7.0
3299.0,141.0,19.0,60.0,4.0,927.0,1248.0,neota,7700,7,7,7.0
3574.0,66.0,17.0,277.0,142.0,1616.0,1451.0,neota,8776,8,7,7.0
3202.0,3.0,5.0,524.0,47.0,1146.0,2527.0,neota,7202,7,2,1.0
3581.0,34.0,5.0,362.0,134.0,1734.0,1539.0,neota,8776,8,7,7.0
3309.0,149.0,16.0,42.0,15.0,1040.0,1293.0,neota,7700,7,7,7.0
3295.0,134.0,18.0,0.0,0.0,1008.0,1299.0,neota,7700,7,7,7.0
3199.0,19.0,9.0,474.0,27.0,1416.0,2264.0,neota,7202,7,2,1.0
3585.0,48.0,6.0,390.0,138.0,1749.0,1565.0,neota,8776,8,7,7.0
3336.0,52.0,14.0,30.0,3.0,1252.0,1337.0,neota,8771,8,7,7.0
3304.0,163.0,12.0,30.0,-1.0,1082.0,1321.0,neota,7700,7,7,7.0
3402.0,353.0,21.0,402.0,170.0,924.0,1385.0,neota,8776,8,7,7.0
3200.0,325.0,15.0,67.0,2.0,1959.0,1725.0,neota,7202,7,2,1.0
3333.0,41.0,18.0,42.0,9.0,1253.0,1362.0,neota,8771,8,7,7.0
3409.0,345.0,27.0,366.0,164.0,942.0,1433.0,neota,7757,7,7,7.0
3412.0,350.0,16.0,470.0,183.0,968.0,1397.0,neota,8776,8,7,7.0
3234.0,341.0,19.0,255.0,60.0,1853.0,1931.0,neota,7757,7,7,2.0
3337.0,40.0,15.0,60.0,13.0,1256.0,1388.0,neota,8771,8,7,7.0
3322.0,85.0,12.0,67.0,0.0,1200.0,1381.0,neota,8771,8,7,7.0
3422.0,3.0,16.0,433.0,183.0,983.0,1442.0,neota,8776,8,7,7.0
3598.0,20.0,15.0,342.0,61.0,1848.0,1673.0,neota,8776,8,7,7.0
3318.0,96.0,12.0,95.0,-5.0,1224.0,1411.0,neota,8771,8,7,7.0
3433.0,342.0,14.0,551.0,204.0,1044.0,1442.0,neota,8776,8,7,7.0
3218.0,49.0,18.0,0.0,0.0,1822.0,1673.0,neota,7202,7,2,2.0
3255.0,21.0,25.0,402.0,78.0,1731.0,2103.0,neota,7757,7,7,2.0
3608.0,10.0,12.0,313.0,71.0,1864.0,1698.0,neota,8776,8,7,7.0
3606.0,14.0,14.0,306.0,69.0,1839.0,1682.0,neota,8776,8,7,7.0
3335.0,346.0,31.0,180.0,57.0,1055.0,1492.0,neota,8772,8,7,1.0
3439.0,356.0,12.0,541.0,207.0,1063.0,1477.0,neota,8776,8,7,7.0
3472.0,309.0,15.0,524.0,159.0,1154.0,1443.0,neota,8776,8,7,7.0
3464.0,312.0,13.0,525.0,136.0,1155.0,1478.0,neota,8776,8,7,7.0
3254.0,4.0,23.0,553.0,73.0,1621.0,2278.0,neota,7757,7,7,2.0
3230.0,97.0,6.0,666.0,61.0,1442.0,2466.0,neota,7202,7,2,2.0
3622.0,9.0,10.0,283.0,85.0,1801.0,1781.0,neota,8776,8,7,7.0
3608.0,122.0,11.0,242.0,71.0,1848.0,1719.0,neota,8776,8,7,7.0
3603.0,128.0,17.0,240.0,66.0,1824.0,1705.0,neota,8776,8,7,7.0
3434.0,105.0,22.0,242.0,85.0,1506.0,1550.0,neota,8772,8,7,7.0
3397.0,342.0,39.0,256.0,120.0,1095.0,1575.0,neota,8772,8,7,7.0
3453.0,338.0,13.0,553.0,118.0,1148.0,1519.0,neota,8776,8,7,7.0
3455.0,354.0,11.0,552.0,206.0,1136.0,1579.0,neota,8776,8,7,7.0
3459.0,355.0,15.0,573.0,124.0,1158.0,1559.0,neota,8776,8,7,7.0
3474.0,326.0,14.0,474.0,146.0,1209.0,1537.0,neota,8776,8,7,7.0
3477.0,106.0,12.0,228.0,-34.0,1655.0,1651.0,neota,8772,8,7,7.0
3456.0,340.0,39.0,323.0,178.0,1150.0,1641.0,neota,8772,8,7,7.0
3468.0,342.0,26.0,350.0,187.0,1144.0,1661.0,neota,8772,8,7,7.0
3422.0,337.0,29.0,234.0,123.0,1233.0,1613.0,neota,8772,8,7,7.0
3246.0,351.0,16.0,42.0,3.0,1855.0,1784.0,neota,7202,7,2,2.0
3246.0,21.0,7.0,816.0,71.0,1434.0,2658.0,neota,7202,7,2,2.0
3469.0,102.0,15.0,162.0,38.0,1676.0,1698.0,neota,8772,8,7,7.0
3474.0,6.0,14.0,552.0,129.0,1230.0,1660.0,neota,8776,8,7,7.0
3480.0,107.0,17.0,134.0,-22.0,1739.0,1746.0,neota,8772,8,7,7.0
3340.0,83.0,6.0,0.0,0.0,1473.0,1657.0,neota,8771,8,7,7.0
3480.0,320.0,25.0,361.0,186.0,1259.0,1695.0,neota,8772,8,7,7.0
3499.0,344.0,21.0,400.0,209.0,1243.0,1718.0,neota,8776,8,7,7.0
3490.0,21.0,11.0,443.0,212.0,1231.0,1756.0,neota,8776,8,7,7.0
3481.0,6.0,13.0,594.0,221.0,1243.0,1710.0,neota,8776,8,7,7.0
3487.0,100.0,18.0,95.0,-15.0,1782.0,1784.0,neota,8772,8,7,7.0
3349.0,73.0,16.0,0.0,0.0,1531.0,1693.0,neota,8771,8,7,7.0
3489.0,300.0,23.0,382.0,192.0,1289.0,1725.0,neota,8772,8,7,7.0
3492.0,22.0,9.0,484.0,214.0,1260.0,1794.0,neota,8776,8,7,7.0
3491.0,358.0,9.0,516.0,210.0,1260.0,1784.0,neota,8776,8,7,7.0
3374.0,110.0,19.0,30.0,9.0,1608.0,1736.0,neota,8772,8,7,7.0
3351.0,329.0,13.0,0.0,0.0,1477.0,1711.0,neota,8771,8,7,7.0
3391.0,319.0,25.0,134.0,25.0,1410.0,1712.0,neota,8772,8,7,7.0
3515.0,337.0,7.0,458.0,68.0,1302.0,1776.0,neota,8776,8,7,7.0
3353.0,68.0,10.0,0.0,0.0,1581.0,1753.0,neota,8771,8,7,7.0
3455.0,289.0,20.0,268.0,26.0,1376.0,1761.0,neota,8776,8,7,7.0
3502.0,19.0,12.0,551.0,219.0,1320.0,1851.0,neota,8776,8,7,7.0
3502.0,3.0,12.0,573.0,135.0,1325.0,1813.0,neota,8776,8,7,7.0
3419.0,77.0,20.0,0.0,0.0,1729.0,1819.0,neota,8772,8,7,7.0
3381.0,295.0,18.0,60.0,15.0,1490.0,1770.0,neota,8772,8,7,7.0
3506.0,251.0,14.0,376.0,59.0,1371.0,1819.0,neota,8776,8,7,7.0
3507.0,1.0,12.0,488.0,146.0,1366.0,1819.0,neota,8776,8,7,7.0
3277.0,19.0,11.0,30.0,0.0,2132.0,2043.0,neota,8771,8,7,2.0
3415.0,301.0,20.0,108.0,14.0,1482.0,1804.0,neota,8772,8,7,7.0
3493.0,256.0,18.0,335.0,46.0,1406.0,1842.0,neota,8776,8,7,7.0
3509.0,255.0,8.0,418.0,62.0,1392.0,1863.0,neota,8776,8,7,7.0
3511.0,12.0,11.0,531.0,141.0,1385.0,1871.0,neota,8776,8,7,7.0
3464.0,42.0,24.0,30.0,0.0,1804.0,1908.0,neota,8772,8,7,7.0
3366.0,359.0,14.0,0.0,0.0,1657.0,1842.0,neota,8771,8,7,7.0
3438.0,305.0,23.0,150.0,9.0,1489.0,1839.0,neota,8772,8,7,7.0
3468.0,309.0,15.0,216.0,21.0,1463.0,1850.0,neota,8776,8,7,7.0
3496.0,265.0,12.0,351.0,49.0,1430.0,1878.0,neota,8776,8,7,7.0
3523.0,3.0,14.0,569.0,144.0,1410.0,1926.0,neota,8776,8,7,7.0
3352.0,13.0,5.0,430.0,131.0,2083.0,2329.0,neota,7756,7,7,2.0
3436.0,312.0,23.0,108.0,7.0,1528.0,1866.0,neota,8772,8,7,7.0
3472.0,75.0,17.0,90.0,-1.0,1786.0,1958.0,neota,8772,8,7,7.0
3515.0,325.0,4.0,424.0,68.0,1478.0,1958.0,neota,8776,8,7,7.0
3303.0,40.0,11.0,30.0,7.0,2122.0,2093.0,neota,8771,8,7,2.0
3450.0,95.0,18.0,120.0,-13.0,1813.0,1972.0,neota,8772,8,7,7.0
3442.0,94.0,19.0,124.0,22.0,1837.0,1965.0,neota,8772,8,7,7.0
3399.0,347.0,16.0,67.0,24.0,1719.0,1928.0,neota,8772,8,7,7.0
3295.0,33.0,22.0,800.0,4.0,1860.0,2673.0,neota,7757,7,7,2.0
3409.0,348.0,16.0,134.0,40.0,1717.0,1954.0,neota,8772,8,7,7.0
3447.0,316.0,26.0,0.0,0.0,1633.0,1952.0,neota,8772,8,7,7.0
3527.0,336.0,6.0,480.0,33.0,1533.0,2032.0,neota,8776,8,7,7.0
3532.0,225.0,1.0,484.0,84.0,1530.0,2049.0,neota,8776,8,7,7.0
3500.0,313.0,12.0,270.0,53.0,1589.0,2012.0,neota,8776,8,7,7.0
3346.0,25.0,9.0,759.0,125.0,1982.0,2636.0,neota,7756,7,7,2.0
3457.0,335.0,25.0,60.0,18.0,1710.0,2010.0,neota,8772,8,7,7.0
3516.0,316.0,17.0,285.0,22.0,1642.0,2077.0,neota,8776,8,7,7.0
