elevation,aspect,slope,hhdist,vhdist,hrdist,hfpdist,wilderness_area,soil_type,climate_zone,geologic_zone,target
2092.0,270.0,29.0,150.0,90.0,270.0,85.0,poudre,2706,2,7,3.0
2110.0,54.0,25.0,342.0,150.0,390.0,466.0,poudre,2702,2,7,3.0
2206.0,65.0,33.0,210.0,144.0,201.0,361.0,poudre,2702,2,7,3.0
2175.0,303.0,31.0,270.0,173.0,391.0,108.0,poudre,2706,2,7,3.0
2194.0,170.0,24.0,300.0,175.0,481.0,175.0,poudre,2706,2,7,3.0
2132.0,73.0,27.0,365.0,172.0,408.0,488.0,poudre,2702,2,7,3.0
2000.0,318.0,7.0,30.0,4.0,108.0,268.0,poudre,6102,6,1,4.0
2162.0,166.0,33.0,277.0,143.0,543.0,242.0,poudre,2702,2,7,3.0
2003.0,355.0,6.0,0.0,0.0,127.0,283.0,poudre,6102,6,1,4.0
2143.0,170.0,32.0,247.0,124.0,547.0,258.0,poudre,2702,2,7,3.0
2223.0,287.0,6.0,301.0,26.0,30.0,361.0,poudre,2703,2,7,3.0
2004.0,47.0,8.0,0.0,0.0,150.0,300.0,poudre,6102,6,1,4.0
2129.0,197.0,33.0,242.0,110.0,598.0,324.0,poudre,2702,2,7,3.0
2151.0,177.0,23.0,295.0,134.0,481.0,430.0,poudre,2702,2,7,3.0
2077.0,99.0,26.0,285.0,117.0,331.0,518.0,poudre,2702,2,7,3.0
2026.0,343.0,25.0,42.0,19.0,108.0,391.0,poudre,6102,6,1,3.0
2006.0,73.0,11.0,0.0,0.0,170.0,319.0,poudre,6102,6,1,4.0
2026.0,271.0,34.0,60.0,23.0,212.0,277.0,poudre,6102,6,1,3.0
2024.0,323.0,31.0,30.0,22.0,85.0,458.0,poudre,6102,6,1,3.0
2006.0,79.0,16.0,0.0,0.0,192.0,339.0,poudre,6102,6,1,4.0
2041.0,327.0,33.0,60.0,43.0,108.0,474.0,poudre,4703,4,7,3.0
2010.0,70.0,23.0,0.0,0.0,212.0,361.0,poudre,4703,4,7,4.0
2107.0,155.0,41.0,120.0,88.0,470.0,285.0,poudre,2702,2,7,3.0
2070.0,181.0,28.0,134.0,51.0,579.0,342.0,poudre,2702,2,7,3.0
2051.0,107.0,24.0,180.0,91.0,228.0,420.0,poudre,2702,2,7,3.0
2009.0,348.0,13.0,30.0,7.0,67.0,671.0,poudre,6102,6,1,3.0
2006.0,53.0,12.0,0.0,0.0,255.0,366.0,poudre,6102,6,1,4.0
2016.0,116.0,28.0,120.0,56.0,162.0,361.0,poudre,2702,2,7,3.0
2005.0,29.0,6.0,0.0,0.0,297.0,376.0,poudre,6102,6,1,4.0
2028.0,136.0,30.0,175.0,76.0,212.0,424.0,poudre,2702,2,7,3.0
2013.0,58.0,23.0,0.0,0.0,319.0,402.0,poudre,6102,6,1,4.0
2027.0,196.0,20.0,42.0,10.0,592.0,402.0,poudre,2702,2,7,3.0
2062.0,259.0,21.0,95.0,35.0,497.0,469.0,poudre,2702,2,7,3.0
2032.0,120.0,33.0,190.0,79.0,228.0,459.0,poudre,2702,2,7,3.0
2035.0,323.0,23.0,95.0,32.0,150.0,716.0,poudre,4703,4,7,3.0
2008.0,36.0,2.0,0.0,0.0,361.0,418.0,poudre,6102,6,1,4.0
2093.0,247.0,23.0,127.0,64.0,402.0,552.0,poudre,2702,2,7,3.0
2045.0,313.0,23.0,124.0,40.0,170.0,732.0,poudre,4703,4,7,3.0
2023.0,83.0,29.0,30.0,15.0,361.0,457.0,poudre,4703,4,7,4.0
2011.0,58.0,9.0,0.0,0.0,382.0,446.0,poudre,6102,6,1,4.0
2013.0,256.0,16.0,0.0,0.0,404.0,437.0,poudre,6102,6,1,3.0
2021.0,342.0,16.0,30.0,2.0,576.0,437.0,poudre,6102,6,1,4.0
1974.0,125.0,22.0,85.0,21.0,124.0,390.0,poudre,2702,2,7,3.0
2037.0,29.0,24.0,0.0,0.0,582.0,485.0,poudre,4703,4,7,4.0
2061.0,242.0,36.0,67.0,32.0,408.0,576.0,poudre,2702,2,7,3.0
2124.0,279.0,19.0,242.0,122.0,295.0,638.0,poudre,2702,2,7,3.0
2025.0,33.0,19.0,42.0,9.0,424.0,503.0,poudre,4703,4,7,4.0
2022.0,19.0,14.0,30.0,6.0,446.0,495.0,poudre,4703,4,7,4.0
2018.0,27.0,9.0,0.0,0.0,467.0,488.0,poudre,4703,4,7,4.0
2014.0,59.0,4.0,0.0,0.0,488.0,484.0,poudre,6102,6,1,4.0
2034.0,55.0,22.0,30.0,-2.0,547.0,524.0,poudre,4703,4,7,4.0
2025.0,51.0,9.0,30.0,-1.0,518.0,537.0,poudre,4703,4,7,4.0
2023.0,229.0,4.0,0.0,0.0,488.0,551.0,poudre,6102,6,1,4.0
2022.0,302.0,29.0,30.0,17.0,85.0,780.0,poudre,6102,6,1,3.0
2037.0,309.0,29.0,60.0,34.0,108.0,769.0,poudre,6102,6,1,3.0
2126.0,291.0,18.0,268.0,119.0,323.0,661.0,poudre,2702,2,7,3.0
2034.0,35.0,21.0,67.0,18.0,446.0,532.0,poudre,4703,4,7,4.0
2030.0,18.0,18.0,42.0,12.0,467.0,524.0,poudre,4703,4,7,4.0
2020.0,358.0,25.0,0.0,0.0,531.0,511.0,poudre,4703,4,7,4.0
2028.0,22.0,12.0,30.0,5.0,484.0,577.0,poudre,4703,4,7,4.0
2027.0,349.0,4.0,0.0,0.0,454.0,592.0,poudre,6102,6,1,3.0
2028.0,258.0,16.0,0.0,0.0,424.0,607.0,poudre,6102,6,1,3.0
2069.0,258.0,38.0,60.0,41.0,365.0,642.0,poudre,2702,2,7,3.0
1889.0,353.0,30.0,95.0,39.0,67.0,600.0,poudre,2706,2,7,6.0
2059.0,340.0,18.0,95.0,56.0,150.0,731.0,poudre,4703,4,7,3.0
2040.0,358.0,24.0,60.0,22.0,509.0,547.0,poudre,4703,4,7,4.0
2036.0,39.0,16.0,42.0,9.0,481.0,604.0,poudre,4703,4,7,4.0
2032.0,31.0,10.0,30.0,5.0,451.0,618.0,poudre,6102,6,1,4.0
1905.0,19.0,27.0,134.0,58.0,120.0,636.0,poudre,2706,2,7,6.0
2041.0,61.0,16.0,30.0,5.0,480.0,631.0,poudre,4703,4,7,4.0
2036.0,49.0,9.0,0.0,0.0,450.0,644.0,poudre,6102,6,1,4.0
2081.0,117.0,31.0,150.0,53.0,270.0,553.0,poudre,2702,2,7,3.0
1879.0,28.0,19.0,30.0,12.0,95.0,778.0,poudre,2706,2,7,6.0
1874.0,18.0,14.0,0.0,0.0,90.0,793.0,poudre,2706,2,7,6.0
2072.0,346.0,19.0,150.0,67.0,190.0,664.0,poudre,4703,4,7,3.0
2044.0,92.0,15.0,30.0,8.0,480.0,658.0,poudre,2702,2,7,4.0
1905.0,33.0,27.0,90.0,46.0,150.0,725.0,poudre,2702,2,7,6.0
1908.0,323.0,32.0,150.0,52.0,120.0,765.0,poudre,2706,2,7,6.0
1919.0,44.0,26.0,162.0,68.0,150.0,706.0,poudre,2706,2,7,6.0
1906.0,356.0,20.0,150.0,55.0,120.0,726.0,poudre,2703,2,7,6.0
1888.0,33.0,22.0,150.0,46.0,108.0,735.0,poudre,2703,2,7,6.0
1863.0,37.0,17.0,120.0,18.0,90.0,769.0,poudre,2703,2,7,6.0
2208.0,135.0,10.0,120.0,12.0,85.0,277.0,poudre,2703,2,7,3.0
2199.0,200.0,22.0,60.0,15.0,277.0,426.0,poudre,2703,2,7,3.0
2039.0,128.0,13.0,0.0,0.0,480.0,674.0,poudre,2702,2,7,4.0
1948.0,84.0,19.0,0.0,0.0,90.0,402.0,poudre,2702,2,7,3.0
1904.0,51.0,26.0,67.0,30.0,162.0,711.0,poudre,2702,2,7,6.0
1972.0,15.0,34.0,216.0,123.0,190.0,721.0,poudre,2706,2,7,6.0
1927.0,54.0,25.0,190.0,76.0,175.0,735.0,poudre,2702,2,7,6.0
1898.0,34.0,23.0,175.0,56.0,134.0,765.0,poudre,2703,2,7,6.0
2078.0,311.0,33.0,95.0,73.0,150.0,644.0,poudre,4703,4,7,3.0
2109.0,326.0,27.0,228.0,104.0,268.0,589.0,poudre,4703,4,7,3.0
2145.0,310.0,25.0,382.0,133.0,433.0,571.0,poudre,4703,4,7,3.0
2041.0,112.0,25.0,30.0,2.0,510.0,685.0,poudre,2702,2,7,4.0
1896.0,337.0,12.0,30.0,6.0,175.0,732.0,poudre,2706,2,7,6.0
1951.0,33.0,36.0,150.0,96.0,150.0,907.0,poudre,2706,2,7,6.0
1916.0,320.0,24.0,190.0,60.0,162.0,832.0,poudre,2706,2,7,6.0
1983.0,334.0,33.0,210.0,134.0,180.0,779.0,poudre,2706,2,7,6.0
1992.0,358.0,33.0,228.0,143.0,212.0,750.0,poudre,2706,2,7,6.0
1977.0,42.0,33.0,256.0,128.0,228.0,752.0,poudre,2706,2,7,6.0
1916.0,24.0,25.0,212.0,74.0,175.0,789.0,poudre,2703,2,7,6.0
2039.0,88.0,25.0,30.0,6.0,511.0,671.0,poudre,2702,2,7,4.0
2030.0,121.0,4.0,0.0,0.0,481.0,644.0,poudre,6102,6,1,4.0
2076.0,297.0,32.0,90.0,39.0,391.0,566.0,poudre,4703,4,7,3.0
1999.0,46.0,37.0,67.0,51.0,153.0,384.0,poudre,2702,2,7,3.0
1936.0,48.0,28.0,127.0,57.0,190.0,644.0,poudre,2702,2,7,6.0
1903.0,5.0,13.0,42.0,4.0,201.0,708.0,poudre,2702,2,7,6.0
1901.0,311.0,9.0,30.0,2.0,190.0,726.0,poudre,2702,2,7,6.0
1928.0,252.0,31.0,30.0,14.0,180.0,765.0,poudre,2702,2,7,6.0
1967.0,40.0,35.0,180.0,112.0,180.0,918.0,poudre,2706,2,7,6.0
1927.0,333.0,27.0,218.0,72.0,190.0,859.0,poudre,2706,2,7,6.0
1944.0,339.0,30.0,240.0,93.0,210.0,815.0,poudre,2706,2,7,6.0
2116.0,320.0,27.0,150.0,109.0,212.0,577.0,poudre,4703,4,7,3.0
2122.0,341.0,23.0,175.0,117.0,234.0,564.0,poudre,4703,4,7,3.0
2176.0,307.0,26.0,424.0,165.0,485.0,514.0,poudre,4703,4,7,3.0
2042.0,79.0,28.0,30.0,12.0,514.0,658.0,poudre,2702,2,7,4.0
1982.0,46.0,38.0,42.0,29.0,108.0,324.0,poudre,2702,2,7,3.0
2227.0,170.0,12.0,258.0,91.0,85.0,330.0,poudre,2703,2,7,3.0
2046.0,84.0,29.0,30.0,16.0,518.0,646.0,poudre,2702,2,7,4.0
2032.0,81.0,10.0,0.0,0.0,488.0,618.0,poudre,6102,6,1,4.0
2105.0,263.0,26.0,120.0,66.0,371.0,510.0,poudre,4703,4,7,3.0
2063.0,27.0,38.0,150.0,115.0,228.0,384.0,poudre,4703,4,7,3.0
1919.0,30.0,22.0,67.0,9.0,256.0,661.0,poudre,2702,2,7,6.0
1964.0,233.0,31.0,90.0,42.0,240.0,787.0,poudre,2702,2,7,6.0
2010.0,303.0,30.0,300.0,161.0,270.0,866.0,poudre,2706,2,7,6.0
2062.0,360.0,30.0,300.0,213.0,272.0,845.0,poudre,2706,2,7,6.0
1983.0,11.0,35.0,300.0,132.0,270.0,871.0,poudre,2706,2,7,6.0
2220.0,178.0,11.0,201.0,84.0,150.0,365.0,poudre,2703,2,7,3.0
2217.0,111.0,6.0,182.0,81.0,192.0,379.0,poudre,2703,2,7,3.0
2199.0,325.0,11.0,376.0,144.0,537.0,459.0,poudre,4703,4,7,3.0
1980.0,9.0,37.0,30.0,15.0,90.0,218.0,poudre,4703,4,7,3.0
1970.0,9.0,24.0,285.0,115.0,270.0,942.0,poudre,2702,2,7,6.0
1968.0,45.0,35.0,277.0,118.0,272.0,918.0,poudre,2706,2,7,6.0
1903.0,67.0,16.0,108.0,36.0,120.0,969.0,poudre,2704,2,7,3.0
2116.0,260.0,25.0,192.0,102.0,258.0,499.0,poudre,4703,4,7,3.0
1980.0,3.0,22.0,300.0,125.0,300.0,927.0,poudre,2702,2,7,6.0
2055.0,327.0,37.0,360.0,206.0,330.0,918.0,poudre,2706,2,7,6.0
2094.0,21.0,25.0,361.0,245.0,335.0,902.0,poudre,2706,2,7,6.0
2048.0,61.0,32.0,379.0,199.0,362.0,900.0,poudre,2702,2,7,6.0
2013.0,343.0,36.0,360.0,162.0,331.0,924.0,poudre,2706,2,7,6.0
2027.0,2.0,39.0,360.0,176.0,330.0,930.0,poudre,2706,2,7,6.0
2083.0,310.0,35.0,60.0,60.0,150.0,642.0,poudre,4703,4,7,3.0
2045.0,108.0,24.0,30.0,10.0,541.0,618.0,poudre,2702,2,7,4.0
1949.0,347.0,22.0,60.0,28.0,330.0,708.0,poudre,2702,2,7,6.0
1999.0,28.0,15.0,270.0,77.0,330.0,886.0,poudre,2702,2,7,6.0
2105.0,32.0,25.0,361.0,41.0,365.0,932.0,poudre,2706,2,7,6.0
2042.0,41.0,32.0,371.0,-21.0,400.0,932.0,poudre,2702,2,7,6.0
2163.0,148.0,28.0,90.0,27.0,313.0,497.0,poudre,2702,2,7,3.0
2209.0,293.0,21.0,376.0,204.0,443.0,371.0,poudre,2703,2,7,3.0
2218.0,329.0,13.0,382.0,159.0,467.0,365.0,poudre,2703,2,7,3.0
2037.0,126.0,17.0,0.0,0.0,552.0,612.0,poudre,6102,6,1,4.0
2129.0,259.0,12.0,210.0,96.0,342.0,379.0,poudre,2702,2,7,3.0
1946.0,49.0,17.0,30.0,4.0,330.0,595.0,poudre,2702,2,7,6.0
1946.0,319.0,17.0,0.0,0.0,360.0,642.0,poudre,2702,2,7,6.0
1964.0,343.0,21.0,60.0,35.0,360.0,691.0,poudre,2702,2,7,6.0
2058.0,28.0,32.0,342.0,-5.0,430.0,962.0,poudre,2706,2,7,6.0
2071.0,43.0,28.0,390.0,204.0,390.0,992.0,poudre,2706,2,7,3.0
2113.0,141.0,20.0,30.0,2.0,457.0,424.0,poudre,2702,2,7,3.0
2112.0,15.0,39.0,175.0,101.0,242.0,511.0,poudre,4703,4,7,3.0
2102.0,353.0,30.0,212.0,78.0,277.0,467.0,poudre,4703,4,7,3.0
2125.0,291.0,23.0,277.0,114.0,339.0,408.0,poudre,4703,4,7,3.0
2224.0,326.0,14.0,361.0,165.0,484.0,335.0,poudre,2703,2,7,3.0
2038.0,137.0,19.0,30.0,1.0,591.0,636.0,poudre,2702,2,7,4.0
1950.0,87.0,20.0,0.0,0.0,30.0,127.0,poudre,2702,2,7,3.0
1983.0,324.0,15.0,162.0,-1.0,150.0,450.0,poudre,2702,2,7,3.0
1962.0,69.0,22.0,42.0,2.0,300.0,553.0,poudre,2702,2,7,6.0
2051.0,295.0,25.0,391.0,196.0,400.0,969.0,poudre,2702,2,7,6.0
2063.0,293.0,24.0,404.0,0.0,408.0,997.0,poudre,2706,2,7,6.0
2084.0,335.0,38.0,404.0,20.0,420.0,1019.0,poudre,2706,2,7,6.0
2101.0,1.0,31.0,446.0,37.0,420.0,1020.0,poudre,2706,2,7,6.0
2210.0,106.0,22.0,127.0,61.0,90.0,514.0,poudre,2702,2,7,3.0
2103.0,4.0,13.0,0.0,0.0,417.0,390.0,poudre,4703,4,7,6.0
2093.0,47.0,12.0,30.0,-6.0,342.0,400.0,poudre,4703,4,7,6.0
2094.0,358.0,22.0,42.0,16.0,216.0,474.0,poudre,4703,4,7,6.0
2091.0,29.0,25.0,60.0,10.0,201.0,492.0,poudre,4703,4,7,6.0
2052.0,122.0,29.0,42.0,16.0,658.0,693.0,poudre,2702,2,7,4.0
2095.0,306.0,30.0,134.0,60.0,450.0,454.0,poudre,4703,4,7,3.0
2121.0,85.0,23.0,247.0,91.0,361.0,335.0,poudre,2702,2,7,3.0
1992.0,288.0,17.0,247.0,70.0,420.0,819.0,poudre,2702,2,7,6.0
2089.0,274.0,25.0,342.0,25.0,450.0,1044.0,poudre,2702,2,7,6.0
2096.0,351.0,36.0,295.0,32.0,474.0,1024.0,poudre,2706,2,7,6.0
2029.0,107.0,34.0,330.0,162.0,360.0,992.0,poudre,2704,2,7,3.0
2104.0,7.0,26.0,60.0,4.0,339.0,379.0,poudre,4703,4,7,6.0
2164.0,10.0,37.0,180.0,141.0,295.0,474.0,poudre,4703,4,7,3.0
2152.0,21.0,40.0,210.0,126.0,309.0,450.0,poudre,4703,4,7,3.0
2055.0,312.0,28.0,42.0,19.0,566.0,571.0,poudre,6102,6,1,3.0
2110.0,41.0,24.0,285.0,80.0,361.0,301.0,poudre,2702,2,7,3.0
1988.0,79.0,18.0,60.0,20.0,247.0,469.0,poudre,2702,2,7,6.0
2132.0,15.0,25.0,30.0,6.0,424.0,446.0,poudre,4703,4,7,6.0
2097.0,26.0,21.0,0.0,0.0,300.0,601.0,poudre,4703,4,7,3.0
2176.0,310.0,33.0,150.0,128.0,313.0,484.0,poudre,4703,4,7,3.0
2120.0,9.0,34.0,268.0,155.0,335.0,210.0,poudre,4703,4,7,3.0
2006.0,23.0,14.0,95.0,21.0,201.0,404.0,poudre,4703,4,7,6.0
1979.0,34.0,21.0,190.0,41.0,480.0,713.0,poudre,2702,2,7,6.0
2075.0,285.0,27.0,319.0,11.0,503.0,997.0,poudre,2702,2,7,6.0
2138.0,9.0,25.0,108.0,32.0,424.0,306.0,poudre,4703,4,7,6.0
2162.0,289.0,36.0,120.0,94.0,335.0,497.0,poudre,4703,4,7,3.0
2139.0,27.0,27.0,283.0,106.0,426.0,331.0,poudre,2702,2,7,3.0
2015.0,33.0,28.0,85.0,50.0,127.0,67.0,poudre,2702,2,7,3.0
1983.0,17.0,21.0,228.0,45.0,510.0,731.0,poudre,2702,2,7,6.0
2001.0,271.0,15.0,309.0,81.0,510.0,816.0,poudre,2702,2,7,6.0
2054.0,285.0,24.0,342.0,-3.0,518.0,931.0,poudre,2702,2,7,6.0
2112.0,237.0,25.0,234.0,48.0,540.0,1065.0,poudre,2702,2,7,6.0
2144.0,24.0,26.0,120.0,16.0,566.0,309.0,poudre,4703,4,7,6.0
2126.0,344.0,17.0,153.0,30.0,323.0,382.0,poudre,4703,4,7,6.0
2040.0,288.0,7.0,30.0,-3.0,716.0,684.0,poudre,6102,6,1,4.0
2050.0,287.0,21.0,42.0,12.0,691.0,663.0,poudre,6102,6,1,4.0
1944.0,33.0,22.0,0.0,0.0,30.0,277.0,poudre,4703,4,7,3.0
2025.0,349.0,29.0,175.0,3.0,170.0,297.0,poudre,4703,4,7,3.0
2025.0,13.0,19.0,120.0,3.0,212.0,342.0,poudre,4703,4,7,6.0
2003.0,23.0,24.0,95.0,35.0,418.0,552.0,poudre,4703,4,7,6.0
1988.0,354.0,18.0,150.0,28.0,474.0,607.0,poudre,4703,4,7,6.0
2022.0,261.0,26.0,376.0,100.0,541.0,866.0,poudre,2702,2,7,6.0
2083.0,225.0,25.0,255.0,25.0,569.0,1012.0,poudre,2702,2,7,6.0
2180.0,33.0,31.0,134.0,54.0,532.0,319.0,poudre,4703,4,7,6.0
2116.0,58.0,31.0,192.0,71.0,268.0,433.0,poudre,4703,4,7,6.0
2067.0,181.0,27.0,30.0,12.0,876.0,335.0,poudre,2702,2,7,4.0
2046.0,101.0,17.0,0.0,0.0,782.0,618.0,poudre,2702,2,7,4.0
2041.0,61.0,6.0,0.0,0.0,757.0,648.0,poudre,6102,6,1,4.0
2005.0,352.0,14.0,309.0,67.0,570.0,771.0,poudre,2702,2,7,6.0
2063.0,221.0,24.0,258.0,5.0,589.0,977.0,poudre,2702,2,7,6.0
2169.0,349.0,16.0,90.0,20.0,300.0,497.0,poudre,4703,4,7,2.0
2183.0,330.0,25.0,180.0,58.0,552.0,212.0,poudre,4703,4,7,6.0
2148.0,3.0,22.0,210.0,50.0,384.0,319.0,poudre,4703,4,7,6.0
2054.0,176.0,7.0,0.0,0.0,895.0,323.0,poudre,6102,6,1,4.0
2055.0,189.0,9.0,0.0,0.0,918.0,351.0,poudre,6102,6,1,4.0
2062.0,199.0,29.0,0.0,0.0,966.0,408.0,poudre,6102,6,1,4.0
2046.0,98.0,10.0,0.0,0.0,799.0,612.0,poudre,2702,2,7,4.0
2046.0,3.0,5.0,30.0,0.0,774.0,641.0,poudre,6102,6,1,4.0
2046.0,313.0,10.0,42.0,5.0,750.0,671.0,poudre,6102,6,1,4.0
2152.0,268.0,32.0,212.0,114.0,594.0,495.0,poudre,4703,4,7,3.0
2208.0,335.0,25.0,277.0,174.0,534.0,408.0,poudre,4703,4,7,3.0
2205.0,27.0,30.0,300.0,168.0,516.0,379.0,poudre,4703,4,7,3.0
2059.0,359.0,29.0,153.0,37.0,212.0,258.0,poudre,4703,4,7,3.0
2038.0,237.0,20.0,295.0,-19.0,607.0,912.0,poudre,2702,2,7,6.0
2103.0,225.0,20.0,127.0,39.0,564.0,875.0,poudre,2717,2,7,3.0
2005.0,122.0,30.0,277.0,102.0,277.0,810.0,poudre,2704,2,7,3.0
2210.0,41.0,26.0,190.0,77.0,541.0,277.0,poudre,4703,4,7,6.0
2175.0,353.0,20.0,210.0,52.0,631.0,216.0,poudre,4703,4,7,6.0
2168.0,43.0,22.0,240.0,61.0,458.0,234.0,poudre,2703,2,7,6.0
2147.0,51.0,24.0,255.0,101.0,323.0,376.0,poudre,4703,4,7,6.0
2059.0,128.0,22.0,0.0,0.0,841.0,228.0,poudre,2702,2,7,4.0
2055.0,108.0,2.0,0.0,0.0,865.0,256.0,poudre,2702,2,7,4.0
2058.0,338.0,15.0,0.0,0.0,890.0,285.0,poudre,6102,6,1,4.0
2062.0,357.0,20.0,30.0,7.0,914.0,313.0,poudre,6102,6,1,4.0
2056.0,22.0,11.0,30.0,1.0,960.0,371.0,poudre,6102,6,1,4.0
2053.0,135.0,2.0,0.0,0.0,984.0,400.0,poudre,6102,6,1,4.0
2055.0,198.0,15.0,0.0,0.0,967.0,430.0,poudre,6102,6,1,4.0
2051.0,131.0,18.0,30.0,5.0,841.0,577.0,poudre,2702,2,7,4.0
2044.0,139.0,5.0,0.0,0.0,816.0,607.0,poudre,6102,6,1,4.0
2048.0,284.0,4.0,30.0,2.0,792.0,636.0,poudre,6102,6,1,4.0
2048.0,297.0,10.0,60.0,2.0,768.0,666.0,poudre,6102,6,1,4.0
2078.0,274.0,26.0,127.0,14.0,700.0,618.0,poudre,4703,4,7,3.0
2111.0,267.0,30.0,170.0,32.0,658.0,560.0,poudre,4703,4,7,3.0
2036.0,61.0,29.0,30.0,14.0,319.0,351.0,poudre,2702,2,7,6.0
2020.0,15.0,23.0,180.0,44.0,510.0,582.0,poudre,4703,4,7,6.0
2022.0,340.0,15.0,342.0,-35.0,631.0,849.0,poudre,2702,2,7,6.0
2114.0,239.0,11.0,127.0,56.0,660.0,949.0,poudre,2702,2,7,6.0
2100.0,143.0,27.0,85.0,36.0,661.0,916.0,poudre,2703,2,7,3.0
1939.0,153.0,18.0,134.0,40.0,153.0,800.0,poudre,2704,2,7,3.0
1936.0,163.0,13.0,120.0,37.0,127.0,816.0,poudre,2704,2,7,3.0
2184.0,6.0,21.0,153.0,38.0,335.0,446.0,poudre,4703,4,7,2.0
2141.0,86.0,27.0,240.0,91.0,300.0,390.0,poudre,2703,2,7,6.0
2085.0,77.0,32.0,150.0,35.0,210.0,474.0,poudre,4703,4,7,6.0
2170.0,218.0,25.0,0.0,0.0,306.0,446.0,poudre,4703,4,7,3.0
2056.0,56.0,7.0,0.0,0.0,858.0,218.0,poudre,2702,2,7,4.0
2062.0,322.0,21.0,30.0,3.0,882.0,247.0,poudre,6102,6,1,4.0
2053.0,48.0,11.0,30.0,0.0,983.0,424.0,poudre,6102,6,1,4.0
2049.0,180.0,7.0,0.0,0.0,957.0,454.0,poudre,6102,6,1,4.0
2055.0,164.0,19.0,30.0,1.0,907.0,514.0,poudre,6102,6,1,4.0
2044.0,270.0,2.0,0.0,0.0,834.0,603.0,poudre,6102,6,1,4.0
2052.0,307.0,14.0,42.0,0.0,787.0,663.0,poudre,6102,6,1,4.0
2036.0,34.0,20.0,331.0,74.0,658.0,726.0,poudre,4703,4,7,6.0
2035.0,353.0,20.0,365.0,-22.0,660.0,815.0,poudre,4703,4,7,6.0
1929.0,172.0,16.0,90.0,30.0,108.0,787.0,poudre,2704,2,7,3.0
2215.0,331.0,26.0,270.0,92.0,636.0,134.0,poudre,4703,4,7,6.0
2188.0,27.0,16.0,295.0,67.0,525.0,170.0,poudre,4703,4,7,6.0
2070.0,87.0,25.0,120.0,20.0,180.0,495.0,poudre,4703,4,7,6.0
2067.0,103.0,21.0,0.0,0.0,853.0,182.0,poudre,2702,2,7,4.0
2062.0,304.0,7.0,0.0,0.0,876.0,212.0,poudre,6102,6,1,4.0
2054.0,40.0,20.0,30.0,5.0,973.0,451.0,poudre,6102,6,1,4.0
2047.0,50.0,8.0,0.0,0.0,949.0,481.0,poudre,6102,6,1,4.0
