elevation,aspect,slope,hhdist,vhdist,hrdist,hfpdist,wilderness_area,soil_type,climate_zone,geologic_zone,target
2637.0,302.0,27.0,150.0,69.0,1279.0,845.0,comanche,7757,7,7,6.0
2651.0,297.0,32.0,180.0,84.0,1260.0,837.0,comanche,7757,7,7,6.0
2685.0,299.0,29.0,240.0,126.0,1224.0,824.0,comanche,7757,7,7,6.0
2607.0,35.0,15.0,30.0,14.0,1317.0,1857.0,comanche,4758,4,7,5.0
2787.0,323.0,26.0,450.0,228.0,1140.0,842.0,comanche,7757,7,7,6.0
2596.0,34.0,24.0,30.0,16.0,1036.0,947.0,comanche,7757,7,7,6.0
2616.0,343.0,21.0,60.0,3.0,1384.0,1790.0,comanche,4758,4,7,6.0
2617.0,9.0,16.0,30.0,4.0,1358.0,1816.0,comanche,4758,4,7,5.0
2622.0,332.0,26.0,108.0,38.0,1207.0,1973.0,comanche,4758,4,7,6.0
2980.0,174.0,4.0,525.0,59.0,2118.0,2227.0,comanche,7756,7,7,2.0
2654.0,302.0,29.0,153.0,74.0,1326.0,902.0,comanche,7757,7,7,6.0
2725.0,60.0,20.0,124.0,31.0,1357.0,1050.0,comanche,7757,7,7,2.0
2622.0,331.0,24.0,90.0,9.0,1425.0,1749.0,comanche,4758,4,7,6.0
2768.0,301.0,30.0,365.0,209.0,1235.0,900.0,comanche,7757,7,7,6.0
2808.0,311.0,27.0,454.0,249.0,1194.0,902.0,comanche,7757,7,7,6.0
2635.0,26.0,21.0,30.0,16.0,1390.0,1786.0,comanche,4758,4,7,6.0
2641.0,292.0,27.0,124.0,45.0,1410.0,977.0,comanche,7757,7,7,6.0
2778.0,301.0,30.0,371.0,219.0,1262.0,930.0,comanche,7757,7,7,6.0
2651.0,17.0,28.0,120.0,62.0,1116.0,874.0,comanche,7757,7,7,2.0
2645.0,31.0,30.0,90.0,56.0,1120.0,866.0,comanche,7757,7,7,6.0
2646.0,31.0,22.0,30.0,17.0,1406.0,1772.0,comanche,4758,4,7,6.0
2669.0,332.0,27.0,175.0,76.0,1237.0,1959.0,comanche,4758,4,7,6.0
2900.0,127.0,11.0,30.0,-1.0,1384.0,2524.0,comanche,7757,7,7,1.0
2742.0,297.0,29.0,295.0,168.0,1333.0,967.0,comanche,7757,7,7,6.0
2786.0,298.0,29.0,379.0,222.0,1288.0,960.0,comanche,7757,7,7,6.0
2800.0,300.0,27.0,408.0,241.0,1275.0,960.0,comanche,7757,7,7,6.0
2541.0,330.0,11.0,0.0,0.0,1705.0,1473.0,comanche,7102,7,1,6.0
2647.0,341.0,22.0,30.0,9.0,1374.0,1811.0,comanche,4758,4,7,6.0
2716.0,322.0,23.0,319.0,139.0,1146.0,2084.0,comanche,4758,4,7,6.0
2832.0,41.0,17.0,85.0,12.0,1170.0,2295.0,comanche,7700,7,7,1.0
2548.0,318.0,18.0,0.0,0.0,1719.0,1456.0,comanche,4758,4,7,6.0
2688.0,333.0,26.0,150.0,75.0,1298.0,1907.0,comanche,4758,4,7,6.0
2714.0,330.0,25.0,270.0,127.0,1209.0,2017.0,comanche,4758,4,7,6.0
2721.0,331.0,25.0,300.0,137.0,1188.0,2045.0,comanche,4758,4,7,6.0
2728.0,330.0,23.0,323.0,-24.0,1167.0,2072.0,comanche,4758,4,7,6.0
2682.0,62.0,22.0,124.0,40.0,1706.0,1215.0,comanche,7700,7,7,2.0
2636.0,5.0,15.0,0.0,0.0,1614.0,1140.0,comanche,7102,7,1,2.0
2812.0,279.0,25.0,430.0,245.0,1328.0,1020.0,comanche,4758,4,7,6.0
2693.0,349.0,23.0,201.0,104.0,1201.0,808.0,comanche,7757,7,7,2.0
2651.0,28.0,29.0,42.0,21.0,1230.0,755.0,comanche,7757,7,7,6.0
2583.0,298.0,31.0,67.0,42.0,1682.0,1492.0,comanche,4758,4,7,6.0
2601.0,297.0,31.0,95.0,65.0,1657.0,1518.0,comanche,4758,4,7,6.0
2630.0,299.0,29.0,153.0,95.0,1606.0,1571.0,comanche,4758,4,7,6.0
2671.0,309.0,26.0,120.0,42.0,1531.0,1650.0,comanche,4758,4,7,6.0
2917.0,130.0,4.0,150.0,35.0,1177.0,2359.0,comanche,7755,7,7,2.0
2791.0,102.0,30.0,524.0,247.0,1253.0,957.0,comanche,4758,4,7,2.0
2649.0,16.0,24.0,0.0,0.0,1273.0,721.0,comanche,7102,7,1,6.0
2622.0,288.0,26.0,134.0,86.0,1648.0,1530.0,comanche,4758,4,7,6.0
2685.0,25.0,19.0,30.0,15.0,1476.0,1718.0,comanche,4758,4,7,6.0
2799.0,214.0,30.0,330.0,104.0,1384.0,1390.0,comanche,7757,7,7,2.0
2914.0,227.0,10.0,240.0,28.0,1852.0,1710.0,comanche,7202,7,2,5.0
2692.0,29.0,25.0,124.0,62.0,1277.0,706.0,comanche,7757,7,7,6.0
2686.0,23.0,26.0,95.0,56.0,1283.0,700.0,comanche,7757,7,7,6.0
2664.0,23.0,28.0,30.0,15.0,1302.0,691.0,comanche,7102,7,1,6.0
2769.0,6.0,12.0,162.0,62.0,1570.0,997.0,comanche,7755,7,7,2.0
2699.0,6.0,15.0,60.0,29.0,1518.0,1678.0,comanche,4758,4,7,6.0
2753.0,334.0,27.0,216.0,-18.0,1273.0,1984.0,comanche,4758,4,7,6.0
2912.0,252.0,10.0,210.0,26.0,1871.0,1687.0,comanche,7202,7,2,5.0
2895.0,122.0,14.0,150.0,6.0,1092.0,2284.0,comanche,7755,7,7,2.0
2734.0,5.0,25.0,255.0,118.0,1291.0,725.0,comanche,7757,7,7,2.0
2689.0,31.0,26.0,60.0,40.0,1324.0,663.0,comanche,7757,7,7,6.0
2741.0,331.0,26.0,150.0,-1.0,1379.0,1861.0,comanche,4758,4,7,6.0
2734.0,34.0,28.0,201.0,104.0,1323.0,664.0,comanche,7757,7,7,6.0
2724.0,36.0,28.0,175.0,94.0,1321.0,655.0,comanche,7757,7,7,6.0
2565.0,62.0,17.0,0.0,0.0,1729.0,1276.0,comanche,7102,7,1,6.0
2606.0,319.0,41.0,108.0,53.0,1772.0,1409.0,comanche,4758,4,7,6.0
2660.0,319.0,37.0,180.0,12.0,1650.0,1544.0,comanche,4758,4,7,6.0
2767.0,331.0,24.0,134.0,-4.0,1358.0,1907.0,comanche,4758,4,7,6.0
2897.0,242.0,7.0,150.0,11.0,1867.0,1602.0,comanche,7202,7,2,5.0
2618.0,301.0,52.0,124.0,59.0,1789.0,1396.0,comanche,4758,4,7,6.0
2723.0,339.0,18.0,60.0,21.0,1575.0,1643.0,comanche,4758,4,7,6.0
2745.0,320.0,25.0,67.0,2.0,1464.0,1784.0,comanche,4758,4,7,6.0
2755.0,319.0,25.0,85.0,2.0,1442.0,1812.0,comanche,4758,4,7,6.0
2771.0,327.0,21.0,95.0,0.0,1401.0,1869.0,comanche,4758,4,7,6.0
2792.0,336.0,18.0,150.0,-9.0,1321.0,1983.0,comanche,4758,4,7,6.0
2898.0,199.0,9.0,120.0,12.0,1931.0,1617.0,comanche,7202,7,2,5.0
2949.0,308.0,6.0,216.0,22.0,2014.0,1940.0,comanche,7756,7,7,2.0
2779.0,353.0,24.0,382.0,163.0,1289.0,691.0,comanche,7757,7,7,2.0
2761.0,34.0,29.0,228.0,124.0,1263.0,607.0,comanche,7757,7,7,6.0
2700.0,356.0,19.0,42.0,5.0,1263.0,570.0,comanche,7700,7,7,6.0
2581.0,311.0,24.0,30.0,10.0,1702.0,1275.0,comanche,4758,4,7,6.0
2707.0,336.0,22.0,180.0,37.0,1687.0,1521.0,comanche,4758,4,7,6.0
2785.0,324.0,19.0,85.0,0.0,1403.0,1888.0,comanche,4758,4,7,6.0
2801.0,14.0,15.0,228.0,-5.0,1273.0,2089.0,comanche,4758,4,7,6.0
2875.0,202.0,15.0,150.0,-10.0,1826.0,1482.0,comanche,7757,7,7,5.0
2888.0,234.0,13.0,95.0,2.0,1888.0,1537.0,comanche,7202,7,2,5.0
2902.0,242.0,12.0,95.0,19.0,1996.0,1635.0,comanche,7202,7,2,5.0
2929.0,79.0,11.0,190.0,16.0,1033.0,2197.0,comanche,7756,7,7,2.0
2793.0,18.0,25.0,295.0,163.0,1239.0,604.0,comanche,7757,7,7,6.0
2736.0,55.0,26.0,134.0,63.0,1230.0,547.0,comanche,7700,7,7,6.0
2724.0,56.0,25.0,108.0,43.0,1230.0,543.0,comanche,7700,7,7,6.0
2761.0,314.0,20.0,30.0,8.0,1506.0,1765.0,comanche,4758,4,7,6.0
2662.0,256.0,20.0,180.0,9.0,1276.0,1170.0,comanche,7710,7,7,5.0
2673.0,255.0,18.0,180.0,20.0,1298.0,1172.0,comanche,7757,7,7,5.0
2774.0,238.0,22.0,153.0,17.0,1600.0,1254.0,comanche,7757,7,7,2.0
2872.0,229.0,17.0,108.0,-13.0,1869.0,1476.0,comanche,7202,7,2,5.0
2957.0,311.0,5.0,277.0,30.0,1906.0,1974.0,comanche,7756,7,7,2.0
2828.0,31.0,32.0,534.0,239.0,1271.0,743.0,comanche,7757,7,7,2.0
2805.0,26.0,24.0,309.0,168.0,1209.0,577.0,comanche,7757,7,7,6.0
2796.0,42.0,26.0,283.0,147.0,1206.0,564.0,comanche,7757,7,7,6.0
2591.0,311.0,25.0,30.0,13.0,1637.0,1222.0,comanche,4758,4,7,6.0
2715.0,313.0,11.0,218.0,33.0,1748.0,1471.0,comanche,4758,4,7,6.0
2786.0,316.0,21.0,0.0,0.0,1487.0,1813.0,comanche,4758,4,7,6.0
2686.0,255.0,15.0,134.0,-8.0,1364.0,1146.0,comanche,7202,7,2,5.0
2694.0,251.0,13.0,124.0,0.0,1387.0,1150.0,comanche,7757,7,7,5.0
2705.0,240.0,13.0,120.0,10.0,1434.0,1159.0,comanche,7757,7,7,5.0
2878.0,264.0,18.0,67.0,-7.0,1911.0,1471.0,comanche,7202,7,2,5.0
2892.0,227.0,11.0,30.0,9.0,1994.0,1550.0,comanche,7202,7,2,5.0
2729.0,355.0,17.0,134.0,34.0,1172.0,481.0,comanche,7757,7,7,6.0
2782.0,330.0,21.0,30.0,16.0,1550.0,1747.0,comanche,4758,4,7,6.0
2788.0,326.0,21.0,30.0,16.0,1530.0,1776.0,comanche,4758,4,7,6.0
2802.0,322.0,19.0,0.0,0.0,1490.0,1834.0,comanche,4758,4,7,6.0
2647.0,261.0,22.0,124.0,-5.0,1294.0,1110.0,comanche,7710,7,7,5.0
2668.0,260.0,18.0,120.0,15.0,1338.0,1112.0,comanche,7202,7,2,5.0
2703.0,247.0,10.0,90.0,8.0,1452.0,1130.0,comanche,7202,7,2,5.0
2713.0,239.0,13.0,90.0,18.0,1500.0,1142.0,comanche,7202,7,2,5.0
2838.0,231.0,12.0,90.0,24.0,1855.0,1374.0,comanche,7202,7,2,5.0
2739.0,32.0,16.0,175.0,44.0,1140.0,454.0,comanche,7757,7,7,6.0
2809.0,118.0,5.0,335.0,86.0,1224.0,595.0,comanche,7756,7,7,2.0
2690.0,261.0,12.0,67.0,-4.0,1425.0,1090.0,comanche,7202,7,2,5.0
2824.0,242.0,16.0,60.0,17.0,1842.0,1315.0,comanche,7202,7,2,5.0
2838.0,262.0,13.0,60.0,15.0,1879.0,1350.0,comanche,7202,7,2,5.0
2846.0,270.0,15.0,67.0,15.0,1898.0,1368.0,comanche,7202,7,2,5.0
2882.0,198.0,4.0,0.0,0.0,1996.0,1465.0,comanche,7202,7,2,5.0
2762.0,66.0,20.0,234.0,67.0,1110.0,437.0,comanche,7700,7,7,6.0
2777.0,328.0,23.0,150.0,28.0,1697.0,1587.0,comanche,4758,4,7,6.0
2819.0,330.0,19.0,60.0,24.0,1537.0,1819.0,comanche,4758,4,7,6.0
2630.0,266.0,22.0,85.0,25.0,1316.0,1050.0,comanche,7202,7,2,5.0
2643.0,264.0,22.0,67.0,-9.0,1337.0,1050.0,comanche,7202,7,2,5.0
2655.0,264.0,21.0,60.0,2.0,1358.0,1050.0,comanche,7202,7,2,5.0
2695.0,269.0,10.0,30.0,0.0,1468.0,1065.0,comanche,7202,7,2,5.0
2705.0,273.0,9.0,30.0,3.0,1513.0,1077.0,comanche,7202,7,2,5.0
2728.0,259.0,14.0,30.0,7.0,1608.0,1110.0,comanche,7202,7,2,5.0
2751.0,247.0,17.0,42.0,-5.0,1681.0,1142.0,comanche,7202,7,2,5.0
2831.0,272.0,14.0,30.0,8.0,1884.0,1308.0,comanche,7202,7,2,5.0
2888.0,317.0,9.0,30.0,6.0,2038.0,1464.0,comanche,7202,7,2,5.0
2758.0,350.0,19.0,228.0,63.0,1080.0,395.0,comanche,7757,7,7,2.0
2812.0,336.0,20.0,108.0,17.0,1617.0,1725.0,comanche,4758,4,7,6.0
2828.0,334.0,19.0,90.0,33.0,1560.0,1812.0,comanche,4758,4,7,6.0
2695.0,276.0,11.0,0.0,0.0,1487.0,1036.0,comanche,7202,7,2,5.0
2702.0,281.0,10.0,0.0,0.0,1510.0,1041.0,comanche,7202,7,2,5.0
2715.0,288.0,10.0,0.0,0.0,1579.0,1063.0,comanche,7202,7,2,5.0
2721.0,280.0,11.0,0.0,0.0,1602.0,1072.0,comanche,7202,7,2,5.0
2727.0,273.0,12.0,0.0,0.0,1626.0,1082.0,comanche,7202,7,2,5.0
2734.0,269.0,13.0,0.0,0.0,1650.0,1092.0,comanche,7202,7,2,5.0
2861.0,274.0,15.0,30.0,2.0,1982.0,1360.0,comanche,7202,7,2,5.0
2902.0,266.0,9.0,0.0,0.0,2143.0,1530.0,comanche,7202,7,2,5.0
2867.0,322.0,20.0,120.0,51.0,779.0,1961.0,comanche,7700,7,7,2.0
2741.0,85.0,22.0,458.0,63.0,872.0,1173.0,comanche,4758,4,7,2.0
2653.0,268.0,21.0,0.0,0.0,1401.0,990.0,comanche,7202,7,2,5.0
2683.0,269.0,15.0,0.0,0.0,1464.0,997.0,comanche,7202,7,2,5.0
2785.0,286.0,19.0,30.0,13.0,1832.0,1158.0,comanche,7202,7,2,5.0
2820.0,308.0,17.0,30.0,13.0,1897.0,1224.0,comanche,7202,7,2,5.0
2884.0,261.0,9.0,0.0,0.0,2063.0,1400.0,comanche,7202,7,2,5.0
2894.0,234.0,9.0,30.0,3.0,2103.0,1443.0,comanche,7202,7,2,5.0
2896.0,248.0,5.0,30.0,3.0,2123.0,1465.0,comanche,7202,7,2,5.0
2856.0,53.0,16.0,60.0,21.0,721.0,1920.0,comanche,7757,7,7,2.0
2922.0,14.0,18.0,658.0,59.0,1199.0,819.0,comanche,7757,7,7,2.0
2798.0,66.0,18.0,361.0,103.0,1024.0,391.0,comanche,7700,7,7,6.0
2832.0,339.0,20.0,162.0,37.0,1663.0,1712.0,comanche,4758,4,7,6.0
2607.0,284.0,20.0,0.0,0.0,1340.0,964.0,comanche,7757,7,7,5.0
2618.0,278.0,21.0,0.0,0.0,1364.0,962.0,comanche,7202,7,2,5.0
2653.0,268.0,21.0,0.0,0.0,1423.0,960.0,comanche,7202,7,2,5.0
2719.0,288.0,10.0,60.0,14.0,1617.0,1006.0,comanche,7202,7,2,5.0
2798.0,274.0,19.0,60.0,26.0,1873.0,1148.0,comanche,7202,7,2,5.0
2819.0,275.0,17.0,60.0,30.0,1905.0,1182.0,comanche,7202,7,2,5.0
2836.0,269.0,10.0,42.0,-7.0,1956.0,1237.0,comanche,7202,7,2,5.0
2849.0,253.0,18.0,30.0,5.0,1992.0,1276.0,comanche,7202,7,2,5.0
2881.0,209.0,6.0,42.0,-2.0,2105.0,1401.0,comanche,7202,7,2,5.0
2607.0,39.0,10.0,0.0,0.0,1401.0,1034.0,comanche,7102,7,1,6.0
2836.0,344.0,19.0,212.0,41.0,1725.0,1648.0,comanche,4758,4,7,6.0
2855.0,345.0,14.0,180.0,60.0,1615.0,1825.0,comanche,7755,7,7,6.0
2738.0,280.0,12.0,60.0,3.0,1706.0,1008.0,comanche,7757,7,7,5.0
2744.0,281.0,13.0,60.0,9.0,1729.0,1020.0,comanche,7757,7,7,5.0
2796.0,261.0,17.0,90.0,27.0,1897.0,1123.0,comanche,7757,7,7,5.0
2836.0,273.0,9.0,67.0,-7.0,1981.0,1214.0,comanche,7757,7,7,5.0
2891.0,274.0,11.0,90.0,7.0,2167.0,1425.0,comanche,7202,7,2,5.0
2896.0,283.0,9.0,90.0,5.0,2188.0,1448.0,comanche,7202,7,2,5.0
2833.0,327.0,20.0,268.0,38.0,1789.0,1554.0,comanche,4758,4,7,6.0
2868.0,337.0,16.0,218.0,73.0,1606.0,1879.0,comanche,7755,7,7,6.0
2860.0,243.0,15.0,90.0,16.0,2076.0,1273.0,comanche,7202,7,2,5.0
2958.0,48.0,17.0,134.0,33.0,792.0,1917.0,comanche,7755,7,7,2.0
2869.0,342.0,13.0,240.0,74.0,1681.0,1786.0,comanche,7755,7,7,6.0
2977.0,75.0,21.0,85.0,10.0,1616.0,1972.0,comanche,7756,7,7,2.0
2820.0,290.0,32.0,124.0,70.0,1179.0,1337.0,comanche,4758,4,7,2.0
2871.0,356.0,15.0,272.0,76.0,1740.0,1723.0,comanche,7755,7,7,6.0
2654.0,273.0,16.0,30.0,1.0,1504.0,841.0,comanche,7757,7,7,5.0
2915.0,275.0,15.0,190.0,24.0,2120.0,1465.0,comanche,7755,7,7,2.0
2877.0,359.0,12.0,301.0,82.0,1765.0,1719.0,comanche,7755,7,7,6.0
2883.0,341.0,16.0,301.0,88.0,1698.0,1839.0,comanche,7790,7,7,6.0
2663.0,273.0,15.0,30.0,1.0,1544.0,812.0,comanche,7757,7,7,5.0
2670.0,271.0,14.0,0.0,0.0,1571.0,815.0,comanche,7757,7,7,5.0
2622.0,260.0,18.0,0.0,0.0,1406.0,1150.0,comanche,7102,7,1,6.0
2883.0,343.0,9.0,331.0,88.0,1789.0,1717.0,comanche,7790,7,7,6.0
2765.0,231.0,18.0,175.0,39.0,1894.0,932.0,comanche,7757,7,7,5.0
2971.0,95.0,15.0,30.0,4.0,1556.0,1962.0,comanche,7756,7,7,2.0
2962.0,96.0,6.0,0.0,0.0,1528.0,1989.0,comanche,7756,7,7,2.0
2977.0,335.0,11.0,382.0,97.0,1048.0,938.0,comanche,7755,7,7,2.0
